agent,phase,action,duration
Substructure Assembly Line 1,MooredSubInstallation,Substructure Assembly,325416.0
Towing Group 1,MooredSubInstallation,Ballast to Operational Draft,3936.0
Towing Group 1,MooredSubInstallation,Ballast to Towing Draft,3936.0
Towing Group 1,MooredSubInstallation,Check Mooring Lines,3936.0
Towing Group 1,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",13120.0
Towing Group 1,MooredSubInstallation,Delay,125785.0
Towing Group 1,MooredSubInstallation,Delay: No Completed Assemblies Available,255191.21300000002
Towing Group 1,MooredSubInstallation,Position Substructure,1312.0
Towing Group 1,MooredSubInstallation,Tow Substructure,19738.087454545457
Towing Group 1,MooredSubInstallation,Transit,7754.248642857143
Towing Group 2,MooredSubInstallation,Ballast to Operational Draft,3882.0
Towing Group 2,MooredSubInstallation,Ballast to Towing Draft,3882.0
Towing Group 2,MooredSubInstallation,Check Mooring Lines,3882.0
Towing Group 2,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",12940.0
Towing Group 2,MooredSubInstallation,Delay,122835.0
Towing Group 2,MooredSubInstallation,Delay: No Completed Assemblies Available,257111.23630519482
Towing Group 2,MooredSubInstallation,Position Substructure,1294.0
Towing Group 2,MooredSubInstallation,Tow Substructure,19627.733090909092
Towing Group 2,MooredSubInstallation,Transit,7710.895142857143
Towing Group 3,MooredSubInstallation,Ballast to Operational Draft,3804.0
Towing Group 3,MooredSubInstallation,Ballast to Towing Draft,3804.0
Towing Group 3,MooredSubInstallation,Check Mooring Lines,3804.0
Towing Group 3,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",12680.0
Towing Group 3,MooredSubInstallation,Delay,116582.0
Towing Group 3,MooredSubInstallation,Delay: No Completed Assemblies Available,262487.28803246754
Towing Group 3,MooredSubInstallation,Position Substructure,1268.0
Towing Group 3,MooredSubInstallation,Tow Substructure,19219.315636363637
Towing Group 3,MooredSubInstallation,Transit,7550.445428571428
Turbine Assembly Line 1,MooredSubInstallation,Delay,129523.0
Turbine Assembly Line 1,MooredSubInstallation,Delay: No Substructures in Wet Storage,6782.0
Turbine Assembly Line 1,MooredSubInstallation,Electrical Completion,139464.0
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Blade,20338.5
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Nacelle,23244.0
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Tower Section,15496.0
Turbine Assembly Line 1,MooredSubInstallation,Mechanical Completion,46488.0
Turbine Assembly Line 1,MooredSubInstallation,Move Substructure,15496.0
Turbine Assembly Line 1,MooredSubInstallation,Prepare for Turbine Assembly,23244.0
