agent,phase,action,duration
Substructure Assembly Line 1,MooredSubInstallation,Substructure Assembly,493416.0
Towing Group 1,MooredSubInstallation,Ballast to Operational Draft,5922.0
Towing Group 1,MooredSubInstallation,Ballast to Towing Draft,5922.0
Towing Group 1,MooredSubInstallation,Check Mooring Lines,5922.0
Towing Group 1,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",19740.0
Towing Group 1,MooredSubInstallation,Delay,175995.0
Towing Group 1,MooredSubInstallation,Delay: No Completed Turbine Assemblies,385607.9828831169
Towing Group 1,MooredSubInstallation,Position Substructure,1974.0
Towing Group 1,MooredSubInstallation,Tow Substructure,42799.17709090909
Towing Group 1,MooredSubInstallation,Transit,16813.962428571427
Towing Group 2,MooredSubInstallation,Ballast to Operational Draft,5970.0
Towing Group 2,MooredSubInstallation,Ballast to Towing Draft,5970.0
Towing Group 2,MooredSubInstallation,Check Mooring Lines,5970.0
Towing Group 2,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",19900.0
Towing Group 2,MooredSubInstallation,Delay,171021.0
Towing Group 2,MooredSubInstallation,Delay: No Completed Turbine Assemblies,394119.4803636364
Towing Group 2,MooredSubInstallation,Position Substructure,1990.0
Towing Group 2,MooredSubInstallation,Tow Substructure,43645.629272727274
Towing Group 2,MooredSubInstallation,Transit,17146.497214285715
Towing Group 3,MooredSubInstallation,Ballast to Operational Draft,5730.0
Towing Group 3,MooredSubInstallation,Ballast to Towing Draft,5730.0
Towing Group 3,MooredSubInstallation,Check Mooring Lines,5730.0
Towing Group 3,MooredSubInstallation,"Connect Mooring Lines, Pre-tension and pre-stretch",19100.0
Towing Group 3,MooredSubInstallation,Delay,165529.0
Towing Group 3,MooredSubInstallation,Delay: No Completed Turbine Assemblies,395456.71795454546
Towing Group 3,MooredSubInstallation,Position Substructure,1910.0
Towing Group 3,MooredSubInstallation,Tow Substructure,41844.92072727273
Towing Group 3,MooredSubInstallation,Transit,16439.076
Turbine Assembly Line 1,MooredSubInstallation,Delay,199580.0
Turbine Assembly Line 1,MooredSubInstallation,Delay: No Substructures in Wet Storage,10613.0
Turbine Assembly Line 1,MooredSubInstallation,Electrical Completion,211464.0
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Blade,30838.5
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Nacelle,35244.0
Turbine Assembly Line 1,MooredSubInstallation,Lift and Attach Tower Section,23496.0
Turbine Assembly Line 1,MooredSubInstallation,Mechanical Completion,70488.0
Turbine Assembly Line 1,MooredSubInstallation,Move Substructure,23496.0
Turbine Assembly Line 1,MooredSubInstallation,Prepare for Turbine Assembly,35244.0
